Block04;EnchArmorFortifyBlock04 "Fortify Block" [ENCH:000BE034];of Eminent Blocking
Block05;EnchArmorFortifyBlock05 "Fortify Block" [ENCH:000BE035];of Extreme Blocking
Block06;EnchArmorFortifyBlock06 "Fortify Block" [ENCH:000BE036];of Peerless Blocking
ResistFire04;EnchArmorResistFire04 "Resist Fire" [ENCH:000BE028];of Fire Suppression
ResistFire05;EnchArmorResistFire05 "Resist Fire" [ENCH:000BE029];of Fire Abatement
ResistFire06;EnchArmorResistFire06 "Resist Fire" [ENCH:000BE02A];of Firewalker
ResistFrost04;EnchArmorResistFrost04 "Resist Frost" [ENCH:000BE02B];of Frost Suppression
ResistFrost05;EnchArmorResistFrost05 "Resist Frost" [ENCH:000BE02C];of Frost Abatement
ResistFrost06;EnchArmorResistFrost06 "Resist Frost" [ENCH:000BE02D];of Warmth
ResistMagic04;EnchArmorResistMagic04 "Resist Magic" [ENCH:000FC05E];of Magic Suppression
ResistMagic05;EnchArmorResistMagic05 "Resist Magic" [ENCH:000FC05F];of Magic Abatement
ResistMagic06;EnchArmorResistMagic06 "Resist Magic" [ENCH:000FC060];of Nullification
ResistShock04;EnchArmorResistShock04 "Resist Shock" [ENCH:000BE02E];of Shock Suppression
ResistShock05;EnchArmorResistShock05 "Resist Shock" [ENCH:000BE02F];of Shock Abatement
ResistShock06;EnchArmorResistShock06 "Resist Shock" [ENCH:000BE030];of Grounding
