Block02;EnchArmorFortifyBlock02 "Fortify Block" [ENCH:000AD4A1];of Blocking
Block03;EnchArmorFortifyBlock03 "Fortify Block" [ENCH:000AD4A2];of Major Blocking
Block04;EnchArmorFortifyBlock04 "Fortify Block" [ENCH:000BE034];of Eminent Blocking
ResistFire02;EnchArmorResistFire02 "Resist Fire" [ENCH:000AD483];of Warning Fire
ResistFire03;EnchArmorResistFire03 "Resist Fire" [ENCH:000AD484];of Dwindling Flames
ResistFire04;EnchArmorResistFire04 "Resist Fire" [ENCH:000BE028];of Fire Suppression
ResistFrost02;EnchArmorResistFrost02 "Resist Frost" [ENCH:000AD485];of Warning Frost
ResistFrost03;EnchArmorResistFrost03 "Resist Frost" [ENCH:000AD486];of Dwindling Frost
ResistFrost04;EnchArmorResistFrost04 "Resist Frost" [ENCH:000BE02B];of Frost Suppression
ResistMagic02;EnchArmorResistMagic02 "Resist Magic" [ENCH:000FC05C];of Warning Magic
ResistMagic03;EnchArmorResistMagic03 "Resist Magic" [ENCH:000FC05D];of Dwindling Magic
ResistMagic04;EnchArmorResistMagic04 "Resist Magic" [ENCH:000FC05E];of Magic Suppression
ResistShock02;EnchArmorResistShock02 "Resist Shock" [ENCH:000AD487];of Warning Shock
ResistShock03;EnchArmorResistShock03 "Resist Shock" [ENCH:000AD488];of Dwindling Shock
ResistShock04;EnchArmorResistShock04 "Resist Shock" [ENCH:000BE02E];of Shock Suppression
