Alchemy04;EnchArmorFortifyAlchemy04 "Fortify Alchemy" [ENCH:0008B65F];of Eminent Alchemy
Alchemy05;EnchArmorFortifyAlchemy05 "Fortify Alchemy" [ENCH:0008B660];of Extreme Alchemy
Alchemy06;EnchArmorFortifyAlchemy06 "Fortify Alchemy" [ENCH:0008B661];of Peerless Alchemy
Alteration04;EnchArmorFortifyAlteration04 "Fortify Alteration" [ENCH:000BE037];of Eminent Alteration
Alteration05;EnchArmorFortifyAlteration05 "Fortify Alteration" [ENCH:000BE038];of Extreme Alteration
Alteration06;EnchArmorFortifyAlteration06 "Fortify Alteration" [ENCH:000BE039];of Peerless Alteration
Conjuration04;EnchArmorFortifyConjuration04 "Fortify Conjuration" [ENCH:000AD455];of Eminent Conjuring
Conjuration05;EnchArmorFortifyConjuration05 "Fortify Conjuration" [ENCH:000AD456];of Extreme Conjuring
Conjuration06;EnchArmorFortifyConjuration06 "Fortify Conjuration" [ENCH:000AD457];of Peerless Conjuring
Destruction04;EnchArmorFortifyDestruction04 "Fortify Destruction" [ENCH:000AD45A];of Eminent Destruction
Destruction05;EnchArmorFortifyDestruction05 "Fortify Destruction" [ENCH:000AD45B];of Extreme Destruction
Destruction06;EnchArmorFortifyDestruction06 "Fortify Destruction" [ENCH:000AD45C];of Peerless Destruction
Destruction06;EnchArmorFortifyDestruction06 "Fortify Destruction" [ENCH:000AD45C];of Peerless Destruction
Illusion04;EnchArmorFortifyIllusion04 "Fortify Illusion" [ENCH:000BE002];of Eminent Illusion
Illusion05;EnchArmorFortifyIllusion05 "Fortify Illusion" [ENCH:000BE003];of Extreme Illusion
Illusion06;EnchArmorFortifyIllusion06 "Fortify Illusion" [ENCH:000BE004];of Peerless Illusion
Magicka04;EnchArmorFortifyMagicka04 "Fortify Magicka" [ENCH:000B7A31];of Eminent Magicka
Magicka05;EnchArmorFortifyMagicka05 "Fortify Magicka" [ENCH:000B7A32];of Extreme Magicka
Magicka06;EnchArmorFortifyMagicka06 "Fortify Magicka" [ENCH:000B7A33];of Peerless Magicka
MagickaRegen04;EnchArmorFortifyMagickaRate04 "Fortify Magicka Rate" [ENCH:0007A112];of Replenishing
MagickaRegen05;EnchArmorFortifyMagickaRate05 "Fortify Magicka Rate" [ENCH:000AD46D];of Resurgence
MagickaRegen06;EnchArmorFortifyMagickaRate06 "Fortify Magicka Rate" [ENCH:000BE00B];of Recovery
Marksman04;EnchArmorFortifyMarksman04 "Fortify Archery" [ENCH:000BE00C];of Eminent Archery
Marksman05;EnchArmorFortifyMarksman05 "Fortify Archery" [ENCH:000BE00D];of Extreme Archery
Marksman06;EnchArmorFortifyMarksman06 "Fortify Archery" [ENCH:000BE00E];of Peerless Archery
Restoration04;EnchArmorFortifyRestoration04 "Fortify Restoration" [ENCH:000BE015];of Eminent Restoration
Restoration05;EnchArmorFortifyRestoration05 "Fortify Restoration" [ENCH:000BE016];of Extreme Restoration
Restoration06;EnchArmorFortifyRestoration06 "Fortify Restoration" [ENCH:000BE017];of Peerless Restoration
Waterbreathing01;EnchArmorWaterbreathing "Waterbreathing" [ENCH:00092A76];of Waterbreathing
