Carry03;EnchArmorFortifyCarry03 "Fortify Carry Weight" [ENCH:000AD44D];of Strength
Carry04;EnchArmorFortifyCarry04 "Fortify Carry Weight" [ENCH:000AD44E];of Brawn
Carry05;EnchArmorFortifyCarry05 "Fortify Carry Weight" [ENCH:000AD44F];of the Ox
ResistFire03;EnchArmorResistFire03 "Resist Fire" [ENCH:000AD484];of Dwindling Flames
ResistFire04;EnchArmorResistFire04 "Resist Fire" [ENCH:000BE028];of Fire Suppression
ResistFire05;EnchArmorResistFire05 "Resist Fire" [ENCH:000BE029];of Fire Abatement
ResistFrost03;EnchArmorResistFrost03 "Resist Frost" [ENCH:000AD486];of Dwindling Frost
ResistFrost04;EnchArmorResistFrost04 "Resist Frost" [ENCH:000BE02B];of Frost Suppression
ResistFrost05;EnchArmorResistFrost05 "Resist Frost" [ENCH:000BE02C];of Frost Abatement
ResistShock03;EnchArmorResistShock03 "Resist Shock" [ENCH:000AD488];of Dwindling Shock
ResistShock04;EnchArmorResistShock04 "Resist Shock" [ENCH:000BE02E];of Shock Suppression
ResistShock05;EnchArmorResistShock05 "Resist Shock" [ENCH:000BE02F];of Shock Abatement
Sneak03;EnchArmorFortifySneak03 "Fortify Sneak" [ENCH:000AD47A];of Major Sneaking
Sneak04;EnchArmorFortifySneak04 "Fortify Sneak" [ENCH:000BE01B];of Eminent Sneaking
Sneak05;EnchArmorFortifySneak05 "Fortify Sneak" [ENCH:000BE01C];of Extreme Sneaking
Stamina03;EnchArmorFortifyStamina03 "Fortify Stamina" [ENCH:000AD47E];of Major Stamina
Stamina04;EnchArmorFortifyStamina04 "Fortify Stamina" [ENCH:000BE021];of Eminent Stamina
Stamina05;EnchArmorFortifyStamina05 "Fortify Stamina" [ENCH:000BE022];of Extreme Stamina
